cik,ticker,name,country,currency,CY,PY,CY_afs_unrealized_loss,CY_afs_unrealized_gain,CY_afs_fair_value,CY_afs_historical_value,CY_deposits,CY_htm_fair_value,CY_htm_unrealized_gain,CY_htm_unrealized_loss,CY_htm_historical_value,CY_notes_historical_value,CY_total_assets,CY_total_liabilities,CY_net_income,CY_oci,PY_afs_unrealized_loss,PY_afs_unrealized_gain,PY_afs_fair_value,PY_afs_historical_value,PY_deposits,PY_htm_fair_value,PY_htm_unrealized_gain,PY_htm_unrealized_loss,PY_htm_historical_value,PY_notes_historical_value,PY_total_assets,PY_total_liabilities,PY_net_income,PY_oci,CY_afs_unrealized_loss_stmt_item_name,CY_afs_unrealized_gain_stmt_item_name,CY_afs_fair_value_stmt_item_name,CY_afs_historical_value_stmt_item_name,CY_deposits_stmt_item_name,CY_htm_fair_value_stmt_item_name,CY_htm_unrealized_gain_stmt_item_name,CY_htm_unrealized_loss_stmt_item_name,CY_htm_historical_value_stmt_item_name,CY_notes_historical_value_stmt_item_name,CY_total_assets_stmt_item_name,CY_total_liabilities_stmt_item_name,CY_net_income_stmt_item_name,CY_oci_stmt_item_name,PY_afs_unrealized_loss_stmt_item_name,PY_afs_unrealized_gain_stmt_item_name,PY_afs_fair_value_stmt_item_name,PY_afs_historical_value_stmt_item_name,PY_deposits_stmt_item_name,PY_htm_fair_value_stmt_item_name,PY_htm_unrealized_gain_stmt_item_name,PY_htm_unrealized_loss_stmt_item_name,PY_htm_historical_value_stmt_item_name,PY_notes_historical_value_stmt_item_name,PY_total_assets_stmt_item_name,PY_total_liabilities_stmt_item_name,PY_net_income_stmt_item_name,PY_oci_stmt_item_name
0000842717,BRBS,Blue Ridge Bankshares Inc.,United States,USD,2022-12-31,2021-12-31,335520000,,354341000,,2502507000,,,,,2412699000,3141045000,2881672000,27913000,-13556000,6722000,1513000,373532000,378741000,2297771000,,,,,1808484000,2665139000,2388000000,52477000,48581000,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,,AvailableForSaleSecuritiesDebtSecurities,,Deposits,,,,,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001702750,BY,Byline Bancorp Inc.,United States,USD,2022-12-31,2021-12-31,204039000,127000,1174431000,1378343000,5695121000,2672000,0,33000,2705000,5421258000,7362941000,6597125000,87954000,-21294000,22432000,10492000,1454542000,1466482000,5155047000,3992000,107000,0,3885000,4537128000,6696172000,5859790000,17189000,66436000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000701347,CPF,Central Pacific Financial Corp,United States,USD,2022-12-31,2021-12-31,129582000,6000,,,6736223000,596780000,0,68103000,,5555466000,7432763000,6979892000,73928000,-62096000,24733000,9924000,1631699000,1646508000,6639158000,0,,,0,5101649000,7419089000,6860822000,22327000,51806000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,,,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000831001,C,Citigroup Inc.,United States,USD,2022-12-31,2021-12-31,192262000000,,249679000000,255608000000,1365954000000,243648000000,101000000,25316000000,268863000000,657221000000,2416676000000,2214838000000,14845000000,6548000000,162162000000,,288522000000,289363000000,1317230000000,216038000000,1714000000,2639000000,216963000000,667767000000,2291413000000,2088741000000,3173000000,15245000000,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000759944,CFG,Citizens Financial Group Inc.,United States,USD,2022-12-31,2021-12-31,2462000000,11000000,,,180724000000,9042000000,4000000,796000000,,,226733000000,203043000000,2073000000,-1822000000,377000000,219000000,26067000000,26225000000,154361000000,2289000000,54000000,7000000,2242000000,128163000000,188409000000,164989000000,2319000000,1714000000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000028412,CMA,Comerica Incorporated,United States,USD,2022-12-31,2021-12-31,3033000000,0,19012000000,22045000000,71397000000,,,,,52792000000,85406000000,80225000000,1151000000,,221000000,91000000,16986000000,17116000000,82339000000,,,,,48697000000,94616000000,86719000000,228000000,,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,LoansAndLeasesReceivableNetReportedAmount,Assets,Liabilities,ProfitLoss,,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,LoansAndLeasesReceivableNetReportedAmount,Assets,Liabilities,ProfitLoss,
0000723188,CBU,Community Bank System Inc.,United States,USD,2022-12-31,2021-12-31,524188000,565000,4151851000,4675474000,13012308000,1034795000,0,44900000,,8809394000,15835651000,14283946000,188081000,-447731000,111279000,65387000,4934210000,4980102000,12911168000,0,0,0,,7373639000,15552657000,13451850000,189694000,76990000,AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,AvailableForSaleDebtSecuritiesGrossUnrealizedGain,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,AvailableForSaleDebtSecuritiesGrossUnrealizedGain,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000039263,CFR,Cullen/Frost Bankers Inc.,United States,USD,2022-12-31,2021-12-31,1681985000,17158000,18243605000,19908432000,43954196000,2467865000,13048000,184424000,2639241000,16927348000,52892376000,49755148000,579150000,-1116462000,40065000,518805000,13924628000,13445888000,42695696000,1809143000,59907000,101000,1749337000,16087731000,50878490000,46438935000,443079000,277427000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableNetReportedAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableNetReportedAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001488813,CUBI,Customers Bancorp Inc,United States,USD,2022-12-31,2021-12-31,177383000,442000,,,18156953000,793813000,0,46446000,,,20896112000,19493151000,28711000,69918000,15703000,7427000,,,16777924000,,,,0,,19575028000,18208811000,100669000,315431000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,,,,HeldToMaturitySecurities,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000842518,EVBN,Evans Bancorp Inc.,United States,USD,2022-12-31,2021-12-31,63895000,5000,364326000,428216000,1771679000,6809000,,140000,6949000,1644130000,2178510000,2024517000,,-21218000,5381000,1112000,305959000,310228000,1937037000,3179000,17000,3000,3165000,1523498000,2210640000,2026748000,,19091000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,,ComprehensiveIncomeNetOfTax
0000037808,FNB,F.N.B. Corporation,United States,USD,2022-12-31,2021-12-31,348000000,1000000,,,34770000000,3687000000,3000000,403000000,,,43725000000,38072000000,439000000,,26000000,36000000,,3416000000,31726000000,3506000000,62000000,19000000,,,39513000000,34363000000,405000000,,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,Assets,Liabilities,NetIncomeLoss,,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,Assets,Liabilities,NetIncomeLoss,
0001649749,FBK,FB Financial Corporation,United States,USD,2022-12-31,2021-12-31,234846000,458000,,,10855834000,,,,,,12847756000,11522238000,124555000,-50736000,18393000,23120000,,,10836897000,,,,,,12597686000,11164991000,190285000,168548000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,,,,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,,,,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001057706,FBP,First BanCorp.,Puerto Rico,USD,2022-12-31,2021-12-31,798466000,247000,5599520000,6398197000,16143467000,427115000,4068000,14490000,437537000,11552825000,18634484000,17308944000,305072000,-415707000,108537000,28900000,6453761000,6534503000,17784894000,167147000,2086000,13072000,178133000,11060658000,20785275000,18683508000,281025000,141571000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000712537,FCF,First Commonwealth Financial Corporation,United States,USD,2022-12-31,2021-12-31,136316000,275000,762661000,898702000,8005469000,386205000,0,74957000,461162000,7642143000,9805666000,8753592000,128181000,-743000,13714000,9515000,1041380000,1045579000,7982498000,536651000,3768000,8428000,541311000,6839230000,9545093000,8435721000,138257000,112256000,AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,AvailableForSaleDebtSecuritiesGrossUnrealizedGain,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000036966,FHN,First Horizon Corporation,United States,USD,2022-12-31,2021-12-31,8591000000,,,,63489000000,1209000000,0,162000000,1371000000,,78953000000,70406000000,900000000,-180000000,5458000000,,,,74895000000,705000000,0,7000000,712000000,,89092000000,80598000000,999000000,851000000,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000868671,GBCI,Glacier Bancorp Inc.,United States,USD,2022-12-31,2021-12-31,623881000,1085000,,5930103000,,3274792000,1045000,441305000,3715052000,,26635375000,23792070000,79677000,-192949000,72691000,68117000,9170849000,9175423000,,1220883000,22878000,1159000,1199164000,,25940645000,22763023000,50709000,169026000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,AvailableForSaleDebtSecuritiesAmortizedCostBasis,,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001058867,GNTY,Guaranty Bancshares Inc.,United States,USD,2022-12-31,2021-12-31,19568000,330000,188927000,208165000,2681154000,475068000,658000,34598000,509008000,2378176000,3351495000,3055937000,40447000,9882000,2810000,3388000,342206000,341628000,2670827000,192472000,8364000,155000,184263000,1908040000,3086070000,2783856000,39806000,36482000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001265131,HTH,Hilltop Holdings Inc.,United States,USD,2022-12-31,2021-12-31,130251000,460000,1658766000,1788557000,11315749000,785335000,26000,90223000,875532000,8092673000,16259282000,14195753000,25556000,-10178000,31637000,13570000,2130568000,2148635000,12818077000,276296000,8615000,3000,267684000,7879904000,18689080000,16139877000,62184000,346513000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001331520,HOMB,Home BancShares Inc.,United States,USD,2022-12-31,2021-12-31,407967000,4779000,,,17938783000,1126146000,196000,161755000,,,22883588000,19357226000,,-10658000,26892000,41058000,3119807000,3106483000,14260570000,,,,,9836089000,18052138000,15286417000,,285363000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,Assets,Liabilities,,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,NotesReceivableGross,Assets,Liabilities,,ComprehensiveIncomeNetOfTax
0000019617,JPM,JP Morgan Chase & Co.,United States,USD,2022-12-31,2021-12-31,11221000000,890000000,,,2340179000000,388648000000,105000000,36762000000,,,3665743000000,3373411000000,37676000000,20419000000,2343000000,2614000000,,,2462303000000,362628000000,2110000000,3189000000,,,3743567000000,3449440000000,48334000000,40264000000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000091576,KEY,KeyCorp,United States,USD,2022-12-31,2021-12-31,6437000000,2000000,,,142595000000,8113000000,6000000,603000000,,,189813000000,176359000000,1917000000,-3792000000,853000000,324000000,,,152572000000,7665000000,157000000,31000000,7539000000,,186346000000,168923000000,2625000000,1301000000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
